Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,Estimates Start After
Nepal,Population,Persons,Millions,Source: International Financial Institution. WDI database Latest actual data: 2015 Primary domestic currency: Nepalese rupee Data last updated: 08/2019,28.455,28.827,2015
Netherlands,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",902.355,930.99,2018
Netherlands,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,005.27","1,042.03",2018
Netherlands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","52,367.85","53,873.37",2018
Netherlands,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.709,0.697,2018
Netherlands,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: Harmonized OECD definition Primary domestic currency: Euro Data last updated: 09/2019,3.339,3.339,2018
Netherlands,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Euro Data last updated: 09/2019,17.231,17.281,2018
New Zealand,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",204.671,216.199,2018
New Zealand,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",206.225,215.995,2018
New Zealand,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","40,634.14","42,084.40",2018
New Zealand,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.145,0.144,2018
New Zealand,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Statistics New Zealand Latest actual data: 2018 Employment type: National definition. Data refer to calendar years Primary domestic currency: New Zealand dollar Data last updated: 08/2019,4.336,4.481,2018
New Zealand,Population,Persons,Millions,Source: National Statistics Office. Statistics New Zealand Latest actual data: 2018 Primary domestic currency: New Zealand dollar Data last updated: 08/2019,5.037,5.137,2018
Nicaragua,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12.528,12.331,2018
Nicaragua,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",34.531,34.934,2018
Nicaragua,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,919.17","1,869.62",2017
Nicaragua,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.024,0.023,2018
Nicaragua,Unemployment rate,Percent of total labor force,,Source: Central Bank Latest actual data: 2018 Employment type: National definition Primary domestic currency: Nicaraguan córdoba Data last updated: 09/2019,8.746,8.8,2018
Nicaragua,Population,Persons,Millions,Source: Central Bank Latest actual data: 2017. last census took place in 2005. BCN publishes 2017 data: https://www.bcn.gob.ni/publicaciones/periodicidad/anual/nicaragua_cifras/nicaragua_cifras.pdf Primary domestic currency: Nicaraguan córdoba Data last updated: 09/2019,6.528,6.596,2017
Niger,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",9.443,10.347,2018
Niger,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",25.78,27.883,2018
Niger,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",405.095,427.445,2009
Niger,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.018,0.019,2018
Niger,Unemployment rate,Percent of total labor force,,,,,
Niger,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2009 Primary domestic currency: CFA franc Data last updated: 08/2019,23.311,24.207,2009
Nigeria,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",446.543,494.83,2018
Nigeria,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,216.80","1,272.23",2018
Nigeria,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,222.01","2,400.45",2012
Nigeria,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.858,0.851,2018
Nigeria,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2017. Data for 2018 is as of Q3. Employment type: The new definition of unemployment uses a variant of the ILO definition. People who worked 20-40 hours are now reported as underemployed rather than unemployed. Primary domestic currency: Nigerian naira Data last updated: 09/2019,n/a,n/a,2017
Nigeria,Population,Persons,Millions,Source: International Financial Institution Latest actual data: 2012 Primary domestic currency: Nigerian naira Data last updated: 09/2019,200.964,206.14,2012
North Macedonia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12.672,13.333,2018
North Macedonia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",34.267,36.119,2018
North Macedonia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,096.49","6,414.66",2018
North Macedonia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.024,0.024,2018
North Macedonia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: National definition Primary domestic currency: Macedonian denar Data last updated: 09/2019,17.927,16.923,2018
North Macedonia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Macedonian denar Data last updated: 09/2019,2.079,2.079,2018
Norway,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",417.627,422.06,2018
Norway,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",410.713,429.091,2018
Norway,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","77,975.43","78,333.22",2017
Norway,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.29,0.287,2018
Norway,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2017 Employment type: National definition Primary domestic currency: Norwegian krone Data last updated: 09/2019,3.6,3.5,2017
Norway,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2017 Primary domestic currency: Norwegian krone Data last updated: 09/2019,5.356,5.388,2017
